SubjectID,Gender,Timestamp,ADL,YMean,YStd,YMin,YMax,YLength,XMean,XStd,XMin,XMax,XLength,ZMean,ZStd,ZMin,ZMax,ZLength
f1,Female,20110324103817,Standup_chair,34.823008849557525,2.3492290885676264,22,41,339,20.460176991150444,8.46297407216259,8,31,339,41.902654867256636,10.896200359755651,20,54,339
f1,Female,20110324104625,Drink_glass,39.60707635009311,11.206182754238776,18,57,537,37.25698324022346,5.155155424363597,21,44,537,45.865921787709496,3.986999949629946,38,53,537
f1,Female,20110324105112,Pour_water,40.004981320049815,6.434397517628402,30,56,803,28.653798256537982,6.341266886815474,18,40,803,48.67123287671233,2.593682493506556,34,63,803
f1,Female,20110324105740,Comb_hair,36.30110159118727,12.529862809316942,0,63,817,33.75397796817625,15.29199255295758,9,63,817,40.526315789473685,7.215832623757035,15,63,817
f1,Female,20110324105834,Walk,38.82218309859155,2.812508402088733,24,50,1136,13.34330985915493,5.340734424156032,1,39,1136,35.24647887323944,3.6213982155621385,29,53,1136
f1,Female,20110324111400,Drink_glass,41.372519083969465,7.414250406341707,30,63,655,37.099236641221374,6.131403800618545,19,44,655,46.99541984732824,4.028754874682523,37,53,655
f1,Female,20110324111929,Standup_chair,35.053892215568865,4.298020677864255,17,40,167,16.20359281437126,6.9927147305664175,9,31,167,37.11377245508982,9.46993922556334,23,53,167
f1,Female,20110324112024,Walk,39.87795275590551,3.8030654036135596,32,55,254,17.590551181102363,11.800954158990177,0,44,254,36.267716535433074,5.97550840464925,28,54,254
f1,Female,20110324112043,Descend_stairs,39.88814317673378,3.2539755466779865,31,56,447,14.322147651006711,8.067207986943668,0,41,447,34.774049217002236,3.943598710164355,24,53,447
f1,Female,20110324112113,Walk,38.61827956989247,4.260375474800659,26,51,186,17.338709677419356,10.644542134116758,0,42,186,37.24731182795699,6.896385130617728,27,55,186
f1,Female,20110324130615,Eat_meat,36.846207055568364,7.928043842950976,12,51,4337,38.56813465529168,2.550600293343237,25,43,4337,49.38621166705096,2.103529774760712,37,60,4337
f1,Female,20110324130929,Drink_glass,37.889671361502344,6.505348849711942,30,54,426,35.48826291079812,4.634002542474095,24,42,426,50.0962441314554,2.4576669906092596,44,55,426
f1,Female,20110324131014,Eat_meat,34.45411764705882,6.972790356243639,8,49,4250,34.00752941176471,1.8132224700175026,29,43,4250,51.23858823529412,2.3331632241655127,38,58,4250
f1,Female,20110324131252,Eat_meat,34.81135359485875,5.56886090076577,12,52,7469,33.34623108849913,1.7093525778169203,24,41,7469,51.732628196545726,1.9706964974656178,33,57,7469
f1,Female,20110324131706,Drink_glass,35.11895910780669,6.900192866802187,23,50,269,37.17843866171004,4.9351900204755275,23,43,269,50.08550185873606,2.466970963753715,44,56,269
f1,Female,20110324131742,Eat_meat,35.109081597814956,5.938149378365351,3,49,5858,34.44298395356777,1.6352285620498541,27,42,5858,51.500853533629225,1.993008769762,41,58,5858
f1,Female,20110324132139,Eat_meat,33.91477943544059,9.712076199005642,2,56,9317,33.08522056455941,2.2651222381901737,25,43,9317,49.84608779650102,3.7505300884849784,30,61,9317
f1,Female,20110324133001,Pour_water,37.66725352112676,8.000453130409225,25,56,568,31.026408450704224,5.4223074208176785,22,44,568,49.436619718309856,3.4297480406476453,36,59,568
f1,Female,20110324133122,Drink_glass,38.7246963562753,8.340686794002389,20,60,494,34.97570850202429,6.529960364125287,21,49,494,48.516194331983804,2.5282864040012294,33,52,494
f1,Female,20110324133322,Eat_soup,46.03305785123967,3.693046626701486,34,55,2299,34.53936494127882,2.2322881313768033,29,41,2299,46.83340582862114,2.462706559825874,42,54,2299
f1,Female,20110324134418,Eat_soup,44.53978594695207,3.531307720744814,30,54,2149,35.03489995346673,1.873363035082914,29,42,2149,48.0451372731503,2.2139541465421098,41,57,2149
f1,Female,20110324135642,Eat_soup,44.76433691756272,4.342984637541067,30,57,2232,34.16487455197132,2.342418286015186,27,41,2232,47.68817204301075,2.8507603350062216,41,57,2232
f1,Female,20110329085724,Comb_hair,38.532030401737245,11.223195366853107,0,63,921,32.903365906623236,15.936436224197786,8,62,921,39.56460369163952,6.483793012308818,17,63,921
f1,Female,20110329090440,Standup_chair,39.22222222222222,4.675452158266945,27,55,288,23.17013888888889,10.784984915715487,1,38,288,42.19444444444444,8.558287771847418,29,54,288
f1,Female,20110329090648,Sitdown_chair,41.578947368421055,4.305397754006329,35,50,323,21.544891640866872,10.449241268067453,7,36,323,39.77399380804953,7.104040829820929,29,50,323
f1,Female,20110329091024,Standup_chair,39.321518987341776,4.553730854134591,30,54,395,23.00759493670886,10.463494337177075,7,36,395,42.177215189873415,8.618477808629526,29,53,395
f1,Female,20110329091227,Sitdown_chair,41.80722891566265,4.765707896429009,33,53,332,22.075301204819276,9.850409452112045,9,36,332,40.5933734939759,7.331203315928202,27,53,332
f1,Female,20110329091558,Descend_stairs,40.36830835117773,3.339402867260224,33,55,467,16.085653104925054,7.133096089309307,3,37,467,39.267665952890795,4.695797992829391,32,57,467
f1,Female,20110329091922,Liedown_bed,35.31065759637188,7.220935457734407,21,56,441,22.165532879818596,8.273852035145701,6,44,441,45.507936507936506,5.765930939229125,34,56,441
f1,Female,20110329092117,Getup_bed,41.84788029925187,4.891758553489332,27,55,401,17.466334164588527,5.4506411345872765,7,33,401,39.01995012468828,6.1228752230881165,26,54,401
f1,Female,20110329092322,Liedown_bed,33.442583732057415,5.737487064622727,20,52,418,17.33732057416268,4.390811694417638,9,31,418,42.566985645933016,7.157130636605263,25,53,418
f1,Female,20110329092450,Getup_bed,33.71057884231537,7.254658356137203,23,52,501,17.4750499001996,5.037248876867711,7,35,501,41.678642714570856,7.2648828589380505,23,54,501
f1,Female,20110329093056,Use_telephone,40.114688128772634,3.8622981477606495,28,57,994,38.856136820925556,10.300247240620866,18,53,994,44.872233400402415,7.283413376621865,21,57,994
f1,Female,20110329093259,Use_telephone,39.17168674698795,3.6231939371789017,32,49,332,39.493975903614455,10.43017177414103,20,54,332,46.60843373493976,4.1596160878880255,33,58,332
f1,Female,20110329094546,Liedown_bed,35.29565217391304,5.584719134301797,27,55,460,18.45,3.9335022673370843,8,36,460,45.03695652173913,5.294460404847481,25,62,460
f1,Female,20110329094903,Getup_bed,34.14899713467049,5.0036578152660525,27,53,698,17.79656160458453,8.368581653552903,7,41,698,40.5,8.422190066088849,26,59,698
f1,Female,20110329095241,Use_telephone,34.160714285714285,4.492189452211022,28,58,2856,46.69047619047619,6.1813906628062165,19,55,2856,45.14425770308123,2.8216430127115664,26,56,2856
f1,Female,20110329095546,Climb_stairs,38.54646840148699,2.0265671520017485,34,47,269,12.319702602230484,4.062251405118683,0,19,269,33.6542750929368,1.7859814639892178,29,39,269
f1,Female,20110329161601,Walk,39.741379310344826,4.9937849836747885,33,59,406,16.93103448275862,9.244560491461424,0,40,406,37.827586206896555,5.465476617189384,30,54,406
f1,Female,20110329161634,Descend_stairs,39.715210355987054,4.389678904080722,30,59,309,15.627831715210355,9.809583282656837,0,44,309,37.09708737864078,4.53882507346725,27,56,309
f1,Female,20110329161718,Descend_stairs,38.91216216216216,4.298094262840026,30,63,296,17.41216216216216,11.164367685528907,0,41,296,38.26013513513514,6.52893678747903,29,63,296
f1,Female,20110329161750,Descend_stairs,38.88627450980392,3.676752868582712,29,56,255,15.411764705882353,9.79951885085172,0,40,255,37.003921568627455,5.197287329403243,29,54,255
f1,Female,20110329161814,Descend_stairs,38.78671328671329,3.7993487486671036,33,58,286,16.097902097902097,10.38103174760426,0,42,286,37.45804195804196,5.471135262895622,29,59,286
f1,Female,20110405182122,Climb_stairs,35.037174721189594,1.7316503352402521,28,39,269,11.650557620817844,4.463430352183655,0,20,269,34.62825278810409,1.7880462100551366,31,40,269
f1,Female,20110405182214,Sitdown_chair,41.6,2.8355440531791194,35,48,130,22.46923076923077,6.081090861873695,9,30,130,45.01538461538462,7.003857868683694,30,60,130
f1,Female,20110405182512,Standup_chair,37.65174129353234,2.613065145138251,30,45,201,15.781094527363184,6.3554575599259495,1,30,201,38.417910447761194,7.3800052582596605,22,55,201
f1,Female,20110405182606,Descend_stairs,37.471014492753625,2.9273496073684973,29,52,414,15.652173913043478,10.192091251368314,0,41,414,38.08695652173913,5.242975137601228,31,55,414
f1,Female,20110405182712,Liedown_bed,47.368811881188115,7.544746093944555,28,59,404,31.21039603960396,11.249164990972808,9,44,404,37.148514851485146,3.9616928447077555,26,53,404
f1,Female,20110405182821,Getup_bed,40.46567164179105,10.160590066067055,24,56,335,24.01492537313433,11.868658139290568,5,50,335,36.44477611940299,7.117644508398197,27,54,335
f1,Female,20110405182919,Use_telephone,33.38690476190476,5.555366072418765,21,57,1176,37.89200680272109,7.475878080580124,13,57,1176,49.93452380952381,2.9414077297485033,32,61,1176
f1,Female,20110405183057,Walk,35.09408740359897,1.9541795986754562,25,53,1945,12.809254498714653,6.577108066938605,0,44,1945,35.869408740359894,4.021599976171071,29,55,1945
f1,Female,20110405183229,Climb_stairs,34.858736059479554,1.9476660068156837,29,42,269,11.62453531598513,4.579756750251262,0,19,269,34.59851301115241,2.5382443435921993,29,43,269
f1,Female,20110405184738,Sitdown_chair,35.182291666666664,3.925096985273674,25,47,192,25.817708333333332,10.623154546640796,10,44,192,45.989583333333336,8.964729949728175,32,62,192
f1,Female,20110405185414,Pour_water,33.961009174311926,7.763803007556638,18,53,436,30.88302752293578,5.766537319060223,22,47,436,50.49082568807339,2.6265502495142807,41,61,436
f1,Female,20110405185533,Drink_glass,36.42326732673267,7.101990299990765,25,49,404,37.277227722772274,6.054949064715691,25,60,404,49.725247524752476,1.7769564936336268,32,53,404
f1,Female,20110411114435,Climb_stairs,34.15613382899628,1.7907748460337256,30,42,269,11.66914498141264,4.6140416379097235,0,23,269,35.438661710037174,3.0519371865025047,31,49,269
f1,Female,20110411114528,Sitdown_chair,39.48554913294798,4.5820769846447815,29,49,173,30.028901734104046,9.361864593686464,7,43,173,48.26589595375722,4.447215477210349,35,56,173
f1,Female,20110411114809,Standup_chair,34.49700598802395,3.9543696305053144,22,44,167,16.664670658682635,7.771286955524019,8,34,167,39.52095808383233,7.952296268626792,27,54,167
f1,Female,20110411115127,Descend_stairs,35.50735294117647,2.4353951902351008,30,46,408,15.044117647058824,9.906591492208415,0,39,408,36.95343137254902,6.046526242169492,28,53,408
f1,Female,20110411115220,Liedown_bed,38.020066889632105,4.6760418925353555,24,54,299,25.581939799331103,10.645719824744955,4,41,299,44.15719063545151,9.594743394474817,17,61,299
f1,Female,20110411115301,Getup_bed,36.07971014492754,3.0832370102107034,26,44,276,23.155797101449274,11.475872036524393,5,39,276,42.572463768115945,9.572603089430451,24,56,276
f1,Female,20110411115334,Use_telephone,33.9097995545657,4.774945500272063,12,57,898,39.52672605790646,8.6555450405736,21,54,898,48.77616926503341,4.146160467782976,36,62,898
f1,Female,20110411115410,Use_telephone,30.02235401459854,2.4930670324594644,14,50,2192,41.151916058394164,3.081756210094321,23,48,2192,50.37728102189781,1.3108730763208887,32,62,2192
f1,Female,20110411115557,Walk,36.07994923857868,3.987995824024893,24,58,3152,12.968908629441625,6.340716207197034,0,50,3152,35.58502538071066,3.4091190085507246,27,54,3152
f1,Female,20110411115750,Climb_stairs,35.16494845360825,4.102774020165092,25,47,194,18.469072164948454,11.15559164909676,2,40,194,40.22164948453608,7.2524675351224435,30,55,194
f1,Female,20110411115830,Climb_stairs,34.40334572490706,3.6288400909094176,25,49,538,15.029739776951672,8.857397476827586,1,41,538,35.99628252788104,6.942701453548317,28,57,538
f1,Female,20110411125526,Pour_water,37.7444089456869,7.185177208986227,26,56,313,35.91693290734824,2.9568695849291253,31,44,313,50.07667731629393,2.739876321610316,33,55,313
f1,Female,20110411125539,Drink_glass,33.44276253547777,7.812964357920782,15,53,1057,39.873226111636704,3.8792147531797236,25,45,1057,49.34626300851466,2.305967993944095,32,54,1057
f1,Female,20110411131755,Drink_glass,26.74337623012869,7.118371693170534,14,51,1321,41.15821347464043,3.8310863029243563,24,46,1321,47.979560938682816,2.999046331417401,34,55,1321
f1,Female,20110411132410,Standup_chair,33.743589743589745,5.475898216194411,24,42,195,18.856410256410257,10.665963663061577,2,40,195,40.09230769230769,7.833426414371532,29,54,195
f1,Female,20110411132818,Brush_teeth,49.85780240073869,8.661672713647734,16,63,2166,26.55124653739612,9.47479485136485,0,60,2166,36.03831948291782,7.148695175854338,12,52,2166
f1,Female,20110411132954,Brush_teeth,48.44009489916963,8.837522894869876,15,63,843,25.020166073546857,9.238889274786725,0,59,843,38.06761565836299,6.7450294805109,17,52,843
f1,Female,20110411133124,Comb_hair,37.472584856396864,13.256589151216934,0,62,766,40.66971279373368,9.594213761178269,14,63,766,43.34595300261097,7.872291313747694,20,63,766
f1,Female,20110411133224,Descend_stairs,34.45910290237467,2.367167449245889,29,43,379,14.686015831134565,9.466962308694699,0,38,379,38.34564643799472,5.229576124896896,31,56,379
f1,Female,20110411133326,Liedown_bed,42.32701421800948,5.183506819462664,32,60,211,26.824644549763033,10.450908333350796,8,49,211,44.71090047393365,6.176516559059239,28,63,211
f1,Female,20110411133405,Getup_bed,37.38671875,7.507568689166222,22,51,256,22.4296875,11.885851594953342,6,47,256,39.93359375,8.353905061670964,23,59,256
f1,Female,20110530082055,Descend_stairs,41.4293059125964,3.4556490105349758,33,58,389,16.665809768637533,9.879239305350312,0,42,389,35.16195372750643,5.211702957719555,26,55,389
f1,Female,20110530082138,Climb_stairs,40.5,2.897305993931589,34,53,446,16.152466367713004,9.392996708281531,0,44,446,35.2914798206278,5.026694498424475,28,54,446
f1,Female,20110530082228,Sitdown_chair,42.8343949044586,5.22794161307463,30,60,157,21.248407643312103,7.868841548788561,8,34,157,39.439490445859875,8.670860114389201,19,63,157
f1,Female,20110530082419,Standup_chair,43.93981481481482,4.1507733057003176,32,59,216,20.48611111111111,7.626745574753066,9,35,216,38.986111111111114,6.810033068025207,27,52,216
f1,Female,20110530082458,Descend_stairs,40.665789473684214,3.87351308203842,32,61,380,16.855263157894736,10.44662769861993,0,43,380,35.123684210526314,5.880334123049009,26,53,380
f1,Female,20110530082559,Liedown_bed,40.34983498349835,3.419882309970157,25,55,606,19.70957095709571,5.6317993966153574,3,29,606,43.179867986798676,8.056966021409483,25,56,606
f1,Female,20110530082656,Getup_bed,40.058461538461536,4.438846902446835,26,62,325,15.298461538461538,4.459713088945017,2,34,325,37.581538461538464,6.517092728036869,25,55,325
f1,Female,20110530082744,Use_telephone,35.438212094653814,6.676542725505671,26,53,1141,43.743207712532865,7.118407067261504,19,53,1141,46.767747589833476,1.980486629750161,42,59,1141
f1,Female,20110530082907,Walk,40.69451871657754,2.400863146553546,31,60,1496,14.074866310160427,5.755300884960702,1,42,1496,32.97794117647059,3.63302135783759,23,54,1496
f1,Female,20110530083037,Climb_stairs,40.34419551934827,3.4335769880873235,33,58,491,16.75356415478615,9.974987214224237,0,44,491,34.18940936863544,5.93285300277055,27,53,491
f1,Female,20110530083130,Sitdown_chair,44.47577092511013,2.9498888085300243,38,54,227,22.704845814977972,7.006073430228242,12,33,227,40.99559471365639,8.061982121589052,27,55,227
f1,Female,20110530083203,Standup_chair,43.86904761904762,4.150693649280078,37,58,168,18.904761904761905,6.6604904381811805,9,32,168,37.38095238095238,6.661004153507805,26,50,168
f1,Female,20110530083258,Comb_hair,37.36780383795309,13.020880844546689,0,63,938,36.346481876332625,13.421115962225207,8,63,938,41.77078891257996,7.7316049889826495,18,63,938
f1,Female,20110530083406,Descend_stairs,40.75682382133995,3.1155878095846026,35,56,403,16.655086848635236,10.231773878288097,0,43,403,35.49875930521092,5.960639840870163,27,53,403
f1,Female,20110530083511,Brush_teeth,50.29097440502919,8.365189298342171,15,63,2227,29.539290525370454,9.732849132538789,0,63,2227,33.451279748540635,9.60873049059723,0,57,2227
f1,Female,20110530083727,Liedown_bed,41.49771689497717,2.924487366095244,28,52,438,18.134703196347033,5.005500981109592,1,32,438,41.26027397260274,7.481224212269067,12,62,438
f1,Female,20110530083815,Getup_bed,39.4989010989011,6.268892055246226,19,61,455,17.916483516483517,7.116529492132585,3,54,455,40.77362637362637,7.842570422333411,23,62,455
f1,Female,20110530083909,Climb_stairs,39.824644549763036,3.14760539253003,33,54,422,16.123222748815166,9.61832085150634,1,42,422,34.55924170616114,5.808916677214182,27,53,422
f1,Female,20110530092312,Sitdown_chair,43.4,3.061904265642331,32,54,195,25.815384615384616,11.059668030232071,9,42,195,40.723076923076924,8.940538440001534,25,62,195
f1,Female,20110530092404,Standup_chair,39.796407185628745,4.805291914901515,27,59,167,16.862275449101798,7.4088161157450605,7,36,167,33.89820359281437,8.868948627967644,11,53,167
f1,Female,20110530092448,Sitdown_chair,42.25139664804469,3.3214379846094633,33,55,179,23.843575418994412,10.10329240800441,11,37,179,40.60335195530726,9.440183650383053,27,61,179
f1,Female,20110530092514,Standup_chair,41.90066225165563,5.292453705528798,35,56,151,19.397350993377483,8.663393846292706,10,37,151,34.980132450331126,8.642893187411644,19,56,151
f1,Female,20110530092915,Descend_stairs,42.441095890410956,4.334243777799679,34,62,365,17.293150684931508,10.46706410508596,0,44,365,34.63835616438356,5.708645605834908,24,54,365
f1,Female,20110530092958,Climb_stairs,41.524752475247524,3.6978809823896874,33,58,404,17.09158415841584,9.975604409773592,1,44,404,35.306930693069305,5.907042647455418,28,53,404
f1,Female,20110530093143,Descend_stairs,42.85434173669468,4.416651894992368,33,59,357,17.9187675070028,10.270313422799557,0,44,357,35.86274509803921,5.690588156497088,28,53,357
f1,Female,20110530093242,Liedown_bed,41.54054054054054,4.445341691891958,31,62,296,17.70608108108108,5.191723874918963,5,41,296,38.182432432432435,9.730286223715062,16,63,296
f1,Female,20110530093326,Getup_bed,39.78654970760234,5.225534567963572,27,55,342,16.444444444444443,4.853406592853677,7,36,342,37.654970760233915,8.06267359033977,23,57,342
f1,Female,20110530093412,Use_telephone,36.478474784747846,4.848298836884982,29,54,813,44.4440344403444,9.802903935832848,18,53,813,44.997539975399754,2.8993788786070933,39,58,813
f1,Female,20110530093503,Walk,41.79525862068966,2.706505915881587,32,58,1856,14.667564655172415,5.345420862819804,2,43,1856,34.14655172413793,4.197042851338956,26,57,1856
f1,Female,20110530093650,Brush_teeth,50.36447733580019,8.752570637380042,14,63,2162,29.743755781683625,9.33776796413809,0,63,2162,33.20767807585569,9.706611297944077,3,56,2162
f1,Female,20110530093852,Climb_stairs,41.62558139534884,3.433252518336616,32,53,430,16.43953488372093,9.082364364002649,1,45,430,34.944186046511625,5.158255533781373,26,54,430
f1,Female,20110530093949,Comb_hair,37.288798920377864,13.437754248055514,0,63,741,37.64507422402159,12.858778393961998,11,62,741,41.83535762483131,7.81646854924851,9,63,741
f1,Female,20110530094050,Descend_stairs,42.65873015873016,3.770954255352102,34,57,378,17.373015873015873,9.936723512783711,0,44,378,34.72751322751323,5.450265577067538,28,53,378
f1,Female,20110530094149,Liedown_bed,36.25292740046839,4.863074396296942,23,54,427,28.43559718969555,8.842516122002799,8,38,427,47.29742388758782,9.091504981664725,23,63,427
f1,Female,20110530094246,Getup_bed,39.96518987341772,5.338871258331662,29,57,316,15.89873417721519,4.113762998965014,7,26,316,36.139240506329116,7.580231896968219,21,53,316
f1,Female,20110530094337,Climb_stairs,40.964114832535884,3.561875709105755,34,57,418,16.555023923444978,9.523067343567499,2,46,418,34.29904306220096,5.629150665204344,26,54,418
f1,Female,20110530204810,Descend_stairs,37.24431818181818,2.9337357126716888,33,54,352,14.605113636363637,9.802917002271913,0,42,352,36.12215909090909,5.132919052849745,29,54,352
f1,Female,20110530204857,Sitdown_chair,34.66834170854271,2.776261704948359,26,43,199,21.733668341708544,9.406339046254054,7,33,199,42.904522613065325,10.510020694471699,24,60,199
f1,Female,20110530204932,Sitdown_chair,35.06145251396648,3.050441138061414,24,48,179,20.70391061452514,9.810366926263276,4,57,179,42.24022346368715,9.974312623400875,26,59,179
f1,Female,20110530205004,Standup_chair,32.97435897435897,5.072094564628597,20,48,195,17.564102564102566,8.694692277697893,3,37,195,37.18974358974359,10.373931316759462,19,56,195
f1,Female,20110530205030,Standup_chair,31.75462962962963,5.066072911625796,11,45,216,17.51851851851852,8.457809361197091,1,34,216,37.148148148148145,10.495903798849067,15,55,216
f1,Female,20110530205103,Walk,38.42935528120713,4.872515018340758,23,57,1458,14.530864197530864,6.422074529057421,0,40,1458,35.77297668038409,5.441638651697994,18,58,1458
f1,Female,20110530205231,Liedown_bed,38.527472527472526,4.913781506203051,29,55,364,23.568681318681318,11.601662625104968,6,47,364,41.239010989010985,9.495860493513762,20,55,364
f1,Female,20110530205340,Getup_bed,34.4,5.391119653930401,20,49,375,16.661333333333335,5.313183415200821,8,31,375,41.06666666666667,7.739981161339911,29,58,375
f1,Female,20110530205439,Climb_stairs,36.12018140589569,3.2095845049304965,30,55,441,13.89795918367347,8.182076887272531,1,42,441,35.12018140589569,4.906542567533396,28,56,441
f1,Female,20110530205528,Sitdown_chair,39.769633507853406,5.806468205619603,21,52,191,19.225130890052355,7.386801662327688,3,37,191,40.84293193717277,8.25172644076606,20,56,191
f1,Female,20110530205605,Standup_chair,41.58940397350993,5.052090686938498,35,54,151,17.125827814569536,5.576503845913482,10,29,151,37.913907284768214,6.079408301637027,29,53,151
f1,Female,20110530205643,Descend_stairs,37.07272727272727,3.072036019162254,31,53,385,15.576623376623377,10.735939158284646,0,42,385,36.12467532467532,5.668355045138661,28,53,385
f1,Female,20110530205719,Walk,37.801362088535754,4.300368876785654,25,63,1762,13.898978433598185,6.53006057982151,0,43,1762,35.02837684449489,4.546721376348928,18,54,1762
f1,Female,20110530205904,Liedown_bed,36.45177664974619,7.456333229706838,21,60,394,26.098984771573605,11.243900194663494,6,51,394,45.01776649746193,8.464095044506355,27,63,394
f1,Female,20110530205957,Getup_bed,36.123778501628664,5.408567524745573,20,51,307,15.50814332247557,6.050638609868768,0,35,307,38.20195439739414,8.27775166566601,20,62,307
f1,Female,20110530210040,Use_telephone,39.384291725105186,4.455255712676753,20,52,713,34.186535764375876,10.841567863581504,16,51,713,47.899018232819074,3.287431229844875,32,57,713
f1,Female,20110530210139,Walk,38.27136563876652,3.487242987471391,20,56,1135,13.640528634361234,6.303559622771101,0,42,1135,36.10925110132158,4.500681200981849,27,54,1135
f1,Female,20110530210243,Climb_stairs,37.21881838074398,3.2518949138215634,30,53,457,15.148796498905908,9.399034319339837,0,42,457,36.24070021881838,5.423616926115821,29,53,457
f1,Female,20110530210413,Sitdown_chair,38.22077922077922,4.565065918453629,24,54,154,32.064935064935064,10.658498910041867,6,41,154,47.05844155844156,8.274092974390003,25,61,154
f1,Female,20110530210539,Pour_water,34.48317307692308,9.70056292138033,19,54,416,32.52884615384615,4.957081789747905,26,50,416,49.69951923076923,2.960559986042256,40,55,416
f1,Female,20110530210615,Drink_glass,39.248226950354606,5.924382368960364,30,50,282,37.53900709219858,4.935913463104079,29,45,282,49.61702127659574,1.7763154094106022,45,53,282
f1,Female,20110530210642,Drink_glass,37.145833333333336,6.189199032911249,28,51,288,35.552083333333336,4.272600799959998,28,42,288,50.763888888888886,1.6840556286636688,47,54,288
f1,Female,20110530210710,Drink_glass,36.45890410958904,7.317189395564889,24,49,292,34.976027397260275,4.678984305362768,27,42,292,50.445205479452056,1.639423341404242,46,54,292
f1,Female,20110530210751,Standup_chair,39.354679802955665,5.419283068923849,30,60,203,19.58128078817734,8.863488592796239,9,39,203,39.70443349753695,8.70537162321508,26,57,203
f1,Female,20110530210840,Comb_hair,34.77304261645193,12.67876250311067,0,63,1009,36.26560951437067,14.587408160309527,5,63,1009,42.4816650148662,8.27203111770482,16,63,1009
f1,Female,20110530210946,Descend_stairs,37.9392523364486,3.5943035078675387,31,53,428,15.004672897196262,9.561582803109312,0,41,428,35.731308411214954,4.699917899350112,29,54,428
f1,Female,20110530211057,Brush_teeth,49.127161383285305,9.545228741268339,10,63,2776,25.300792507204612,9.675860894845,0,60,2776,33.6206772334294,8.174483990697066,7,55,2776
f1,Female,20110530211315,Liedown_bed,36.38562091503268,5.278849843723023,13,63,459,17.22222222222222,5.1614402828381385,5,33,459,42.06100217864924,7.7299242638236345,26,57,459
f1,Female,20110530211357,Getup_bed,34.857142857142854,5.194488575014862,24,50,315,14.574603174603174,4.560630761980589,4,37,315,38.01269841269841,7.360150321771554,22,63,315
f1,Female,20110530211455,Climb_stairs,37.21933085501859,3.3177830889316877,31,53,269,14.096654275092936,8.168808301267946,0,39,269,35.07063197026022,4.410662958496349,30,54,269
